Time (Sec),Analog Input 0,Analog Input 1,Analog Input 6,Analog Input 7
2.786,4.83,4.08,2.83,2.35
2.787,4.83,4.08,2.83,2.35
2.788,4.82,4.08,2.84,2.35
2.789,4.83,4.08,2.84,2.36
2.79,3.95,2.96,2.69,2.12
2.791,3.92,2.93,2.68,2.11
2.792,3.88,2.89,2.68,2.1
2.793,3.85,2.85,2.67,2.09
2.794,3.82,2.82,2.66,2.09
2.795,3.8,2.8,2.66,2.09
2.796,3.78,2.76,2.66,2.08
2.797,3.76,2.74,2.66,2.08
2.798,3.74,2.71,2.66,2.08
2.799,3.73,2.69,2.66,2.08
2.8,3.72,2.68,2.67,2.08
2.801,3.71,2.66,2.68,2.09
2.802,3.71,2.65,2.68,2.09
2.803,3.7,2.64,2.69,2.1
2.804,3.7,2.63,2.7,2.1
2.805,3.59,2.32,2.71,2.09
2.806,3.59,2.31,2.71,2.09
2.807,3.58,2.31,2.7,2.08
2.808,3.57,2.31,2.69,2.07
2.809,3.81,2.54,2.69,2.08
2.81,4.17,2.88,2.69,2.09
2.811,4.43,3.19,2.69,2.11
2.812,4.6,3.45,2.69,2.13
2.813,4.68,3.6,2.69,2.14
2.814,4.72,3.69,2.69,2.15
2.815,4.74,3.75,2.7,2.16
2.816,4.76,3.81,2.7,2.17
2.817,4.77,3.84,2.7,2.18
2.818,4.78,3.87,2.71,2.19
2.819,4.79,3.9,2.72,2.2
2.82,4.81,4.05,2.83,2.35
2.821,4.82,4.06,2.83,2.35
2.822,4.83,4.06,2.84,2.36
2.823,4.83,4.06,2.84,2.36
2.824,4.82,4.06,2.84,2.36
2.825,4.83,4.06,2.83,2.35
2.826,4.83,4.06,2.83,2.35
2.827,4.81,4.05,2.82,2.34
2.828,4.8,4.04,2.81,2.33
2.829,4.81,4.05,2.81,2.33
2.83,4.82,4.05,2.81,2.32
2.831,4.82,4.05,2.8,2.32
2.832,4.81,4.05,2.78,2.31
2.833,4.81,4.05,2.78,2.31
2.834,4.81,4.05,2.77,2.3
2.835,4.82,4.05,2.79,2.33
2.836,4.81,4.05,2.8,2.33
2.837,4.81,4.05,2.8,2.34
2.838,4.81,4.05,2.81,2.34
2.839,4.81,4.05,2.82,2.35
2.84,4.82,4.05,2.83,2.35
2.841,4.82,4.06,2.83,2.36
2.842,4.82,4.05,2.84,2.36
2.843,4.81,4.05,2.84,2.36
2.844,4.81,4.06,2.84,2.37
2.845,4.83,4.06,2.85,2.37
2.846,4.82,4.06,2.84,2.37
2.847,4.83,4.06,2.84,2.36
2.848,4.81,4.05,2.83,2.35
2.849,4.81,4.05,2.83,2.35
2.85,3.61,2.45,2.64,2.04
2.851,3.61,2.45,2.65,2.05
2.852,3.63,2.45,2.66,2.06
2.853,3.62,2.45,2.66,2.05
2.854,3.61,2.43,2.66,2.06
2.855,3.61,2.43,2.66,2.06
2.856,3.62,2.43,2.67,2.07
2.857,3.63,2.43,2.68,2.08
2.858,3.63,2.43,2.69,2.09
2.859,3.65,2.44,2.7,2.09
2.86,3.65,2.43,2.7,2.09
2.861,3.65,2.44,2.71,2.1
2.862,3.66,2.44,2.72,2.1
2.863,3.66,2.43,2.72,2.11
2.864,3.66,2.43,2.73,2.11
2.865,4.78,3.93,2.74,2.24
2.866,4.79,3.95,2.75,2.24
2.867,4.8,3.97,2.75,2.24
2.868,4.81,3.97,2.74,2.24
2.869,4.8,3.97,2.74,2.24
2.87,4.8,3.97,2.73,2.24
2.871,4.79,3.98,2.74,2.24
2.872,4.8,3.98,2.74,2.25
2.873,4.79,3.98,2.74,2.25
2.874,4.8,3.99,2.74,2.26
2.875,4.81,4.0,2.76,2.27
2.876,4.81,4.01,2.76,2.27
2.877,4.81,4.01,2.77,2.28
2.878,4.81,4.01,2.77,2.29
2.879,4.81,4.01,2.78,2.3
2.88,4.81,4.03,2.83,2.35
2.881,4.82,4.05,2.84,2.35
2.882,4.82,4.04,2.82,2.34
2.883,4.81,4.03,2.81,2.32
2.884,4.8,4.02,2.8,2.32
2.885,4.8,4.03,2.8,2.32
2.886,4.82,4.04,2.79,2.32
2.887,4.82,4.04,2.78,2.31
2.888,4.8,4.03,2.76,2.3
2.889,4.81,4.03,2.76,2.3
2.89,4.81,4.03,2.76,2.29
2.891,4.81,4.03,2.76,2.29
2.892,4.81,4.03,2.76,2.29
2.893,4.81,4.03,2.76,2.3
2.894,4.81,4.03,2.76,2.29
2.895,4.81,4.03,2.83,2.33
2.896,4.72,3.85,2.83,2.31
2.897,4.64,3.74,2.81,2.29
2.898,4.57,3.65,2.81,2.28
2.899,4.51,3.57,2.81,2.27
2.9,4.45,3.5,2.8,2.25
2.901,4.38,3.43,2.79,2.24
2.902,4.33,3.37,2.78,2.21
2.903,4.27,3.3,2.77,2.2
2.904,4.23,3.26,2.76,2.2
2.905,4.2,3.21,2.76,2.18
2.906,4.15,3.16,2.74,2.16
2.907,4.1,3.1,2.71,2.15
2.908,4.06,3.05,2.7,2.13
2.909,4.02,3.02,2.7,2.12
2.91,3.66,2.4,2.69,2.08
2.911,3.66,2.41,2.69,2.08
2.912,3.67,2.41,2.7,2.08
2.913,3.68,2.41,2.71,2.09
2.914,3.68,2.42,2.71,2.1
2.915,3.69,2.43,2.72,2.1
2.916,3.7,2.43,2.73,2.11
2.917,3.71,2.43,2.73,2.11
2.918,3.71,2.43,2.74,2.11
2.919,3.72,2.43,2.74,2.12
2.92,3.71,2.43,2.74,2.11
2.921,3.71,2.43,2.74,2.11
2.922,3.7,2.42,2.74,2.11
2.923,3.71,2.42,2.74,2.11
2.924,3.71,2.42,2.73,2.1
2.925,4.81,4.01,2.74,2.25
2.926,4.8,4.01,2.74,2.26
2.927,4.81,4.02,2.75,2.27
2.928,4.81,4.02,2.75,2.27
2.929,4.81,4.01,2.75,2.27
2.93,4.8,4.01,2.76,2.28
2.931,4.81,4.02,2.77,2.29
2.932,4.81,4.02,2.77,2.29
2.933,4.81,4.02,2.79,2.3
2.934,4.81,4.02,2.8,2.31
2.935,4.81,4.02,2.8,2.31
2.936,4.81,4.02,2.81,2.32
2.937,4.81,4.02,2.81,2.32
2.938,4.81,4.03,2.82,2.33
2.939,4.82,4.04,2.83,2.34
2.94,4.81,4.02,2.76,2.29
2.941,4.81,4.03,2.76,2.28
2.942,4.81,4.02,2.75,2.27
2.943,4.81,4.02,2.75,2.27
2.944,4.8,4.02,2.74,2.27
2.945,4.81,4.02,2.75,2.28
2.946,4.81,4.02,2.75,2.27
2.947,4.81,4.02,2.74,2.27
2.948,4.8,4.02,2.75,2.28
2.949,4.81,4.02,2.75,2.28
2.95,4.81,4.02,2.76,2.28
2.951,4.81,4.02,2.76,2.29
2.952,4.81,4.02,2.77,2.3
2.953,4.81,4.02,2.78,2.3
2.954,4.81,4.02,2.78,2.31
2.955,3.94,2.88,2.74,2.14
2.956,3.92,2.84,2.73,2.14
2.957,3.89,2.82,2.73,2.13
2.958,3.87,2.79,2.71,2.12
2.959,3.85,2.76,2.7,2.11
2.96,3.83,2.74,2.69,2.1
2.961,3.81,2.71,2.68,2.09
2.962,3.79,2.69,2.68,2.08
2.963,3.78,2.67,2.67,2.07
2.964,3.75,2.65,2.66,2.06
2.965,3.74,2.62,2.66,2.06
2.966,3.73,2.61,2.65,2.05
2.967,3.72,2.59,2.65,2.05
2.968,3.72,2.58,2.65,2.05
2.969,3.71,2.57,2.65,2.05
2.97,3.72,2.41,2.72,2.09
2.971,3.72,2.42,2.73,2.1
2.972,3.73,2.42,2.74,2.11
2.973,3.74,2.42,2.74,2.1
2.974,3.73,2.42,2.74,2.11
2.975,3.84,2.55,2.74,2.11
2.976,4.13,2.82,2.73,2.12
2.977,4.37,3.09,2.73,2.13
2.978,4.54,3.34,2.73,2.15
2.979,4.64,3.51,2.73,2.16
2.98,4.7,3.62,2.74,2.17
2.981,4.72,3.69,2.73,2.17
2.982,4.74,3.73,2.72,2.17
2.983,4.75,3.77,2.71,2.18
2.984,4.76,3.8,2.71,2.18
2.985,4.8,4.0,2.77,2.29
2.986,4.8,4.0,2.78,2.29
2.987,4.8,4.0,2.78,2.3
2.988,4.8,4.0,2.79,2.31
2.989,4.8,4.0,2.8,2.31
2.99,4.8,4.0,2.81,2.31
2.991,4.81,4.01,2.81,2.32
2.992,4.8,4.01,2.82,2.32
2.993,4.8,4.01,2.82,2.33
2.994,4.8,4.01,2.82,2.33
2.995,4.81,4.02,2.83,2.34
2.996,4.81,4.01,2.83,2.34
2.997,4.82,4.01,2.82,2.33
2.998,4.81,4.01,2.82,2.32
2.999,4.8,4.0,2.81,2.31
3.0,4.8,4.0,2.75,2.28
3.001,4.8,4.0,2.75,2.28
3.002,4.81,4.0,2.75,2.28
3.003,4.8,4.0,2.75,2.28
3.004,4.8,3.99,2.75,2.28
3.005,4.8,3.99,2.76,2.29
3.006,4.8,4.0,2.77,2.3
3.007,4.8,4.0,2.78,2.3
3.008,4.8,4.0,2.79,2.31
3.009,4.81,4.01,2.8,2.32
3.01,4.81,4.01,2.8,2.32
3.011,4.8,4.01,2.81,2.33
3.012,4.8,4.01,2.81,2.33
3.013,4.8,4.01,2.82,2.34
3.014,4.79,4.01,2.82,2.33
3.015,3.73,2.55,2.68,2.07
3.016,3.71,2.54,2.67,2.06
3.017,3.7,2.52,2.66,2.05
3.018,3.69,2.51,2.66,2.05
3.019,3.68,2.49,2.66,2.05
3.02,3.68,2.49,2.65,2.05
3.021,3.68,2.48,2.65,2.04
3.022,3.67,2.47,2.65,2.04
3.023,3.67,2.47,2.65,2.04
3.024,3.67,2.46,2.66,2.05
3.025,3.68,2.46,2.67,2.05
3.026,3.68,2.46,2.67,2.05
3.027,3.68,2.46,2.67,2.06
3.028,3.69,2.46,2.68,2.06
3.029,3.7,2.46,2.68,2.07
3.03,4.77,3.85,2.8,2.27
3.031,4.78,3.87,2.8,2.27
3.032,4.78,3.87,2.78,2.26
3.033,4.77,3.87,2.78,2.26
3.034,4.78,3.89,2.77,2.26
3.035,4.79,3.89,2.76,2.25
3.036,4.78,3.89,2.75,2.25
3.037,4.78,3.89,2.75,2.25
3.038,4.78,3.9,2.74,2.24
3.039,4.78,3.9,2.74,2.24
3.04,4.78,3.9,2.73,2.24
3.041,4.78,3.9,2.73,2.24
3.042,4.78,3.91,2.73,2.25
3.043,4.78,3.91,2.73,2.25
3.044,4.79,3.92,2.74,2.25
